default_code|name|description|sale_ok|purchase_ok|can_be_expensed|type|list_price|standard_price|barcode|categ_id|categ_parent_1|categ_parent_2|categ_parent_3|categ_parent_4|categ_parent_5|incoming_inspection|manufacturer_pref|warranty|warranty_type|lead_time|lead_time_type|rohs_regulation|manufacturer_purl|manufacturer_id|active|arancel_id|ecoraee_active|tracking|weight|intrastat_id|default_ubication|optional_product_ids|route_ids|version|uom_id|uom_po_id|invoice_policy|event_ok|customer_ids|description_sale|sale_line_warn|responsible_id|volume|produce_delay|sale_delay|hs_code|description_pickingout|description_pickingin|description_picking|intrastat_origin_country_id
REP-43058/03482|REPARACIÓN PPR/7402-43058||Sí|Sí|No|product|109,212|70,9878|http://server7/qr-almacen/?ref=REP-43058-03482&token=cfb6a19b161c23d6612b8e5b450cef47||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43058/03482||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43060/03414|REPARACIÓN PPR/7268-43060||Sí|Sí|No|product|67,5|43,875|http://server7/qr-almacen/?ref=REP-43060-03414&token=47d71fe2532f58d20d04d1715985bff8||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43060/03414||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43060/03589|REPARACIÓN PPR/7681-43060||Sí|Sí|No|product|67,5|43,875|http://server7/qr-almacen/?ref=REP-43060-03589&token=fb1afdf79e029c2fbb22f23cc791d94c||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43060/03589||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43061/03526|REPARACIÓN PPR/7518-43061||Sí|Sí|No|product|72,58046|47,1773|http://server7/qr-almacen/?ref=REP-43061-03526&token=aed51c2d370712ea812c075d8d6f1221||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43061/03526||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43063/03347|REPARACIÓN PPR/7134-43063||Sí|Sí|No|product|229,76308|149,346|http://server7/qr-almacen/?ref=REP-43063-03347&token=f25a4a268af063164eaba08b5a0722e8||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43063/03347||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43063/03927|REPARACIÓN 43063||Sí|Sí|No|product|305,75282|198,73933|http://server7/qr-almacen/?ref=REP-43063-03927&token=850a65582576553f26a54d160b3cad78||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43063/03927||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43064/03424|REPARACIÓN PPR/7286-43064||Sí|Sí|No|product|232,1428|150,89282|http://server7/qr-almacen/?ref=REP-43064-03424&token=e94429b3f2606fb934a9cf567e28678b||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43064/03424||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43071/03345|REPARACIÓN PPR/7096-43071||Sí|Sí|No|product|67,5|43,875|http://server7/qr-almacen/?ref=REP-43071-03345&token=224544c59cb308c552edc5a4b267f9d8||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43071/03345||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43071/03424|REPARACIÓN PPR/7287-43071||Sí|Sí|No|product|67,5|43,875|http://server7/qr-almacen/?ref=REP-43071-03424&token=1e54e87856a7de194ddb9a92fd5a310b||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43071/03424||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43072/03823|REPARACIÓN 43072||Sí|Sí|No|product|80,13195|52,08577|http://server7/qr-almacen/?ref=REP-43072-03823&token=76b05f9894cd27f7b17401a7b59cd97b||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43072/03823||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43073/03519|REPARACIÓN PPR/7475-43073||Sí|Sí|No|product|67,5|43,875|http://server7/qr-almacen/?ref=REP-43073-03519&token=77591a6fd3a690f782012b7cfe84a45b||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43073/03519||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43073/03892|REPARACIÓN 43073||Sí|Sí|No|product|80,12155|52,07901|http://server7/qr-almacen/?ref=REP-43073-03892&token=3f77b00ff663917826c64198b10ec3d7||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43073/03892||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43073/03992|REPARACIÓN 43073||Sí|Sí|No|product|303,41917|197,22246|http://server7/qr-almacen/?ref=REP-43073-03992&token=dc221cb8186a69c421eac66e70d62f45||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43073/03992||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43074/03345|REPARACIÓN PPR/7101-43074||Sí|Sí|No|product|72,56086|47,16456|http://server7/qr-almacen/?ref=REP-43074-03345&token=6c2f844abb51917251a7905b50b69ecc||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43074/03345||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43076/03268|REPARACIÓN PPR/6929 - 43076||Sí|Sí|No|product|206,29028|134,08868|http://server7/qr-almacen/?ref=REP-43076-03268&token=e78ad0bc4b7b0adc814cc438ccdc2749||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43076/03268||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43076/03414|REPARACIÓN PPR/7267-43076||Sí|Sí|No|product|99,31231|64,553|http://server7/qr-almacen/?ref=REP-43076-03414&token=b395e61718f25cd617086cb4662d75e1||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43076/03414||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43076/03519|REPARACIÓN PPR/7483-43076||Sí|Sí|No|product|72,58032|47,17721|http://server7/qr-almacen/?ref=REP-43076-03519&token=18008c4f5c3b4a0a05dd0f692ef3182d||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43076/03519||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43094/03128|REPARACIÓN PPR/6716 - 43094||Sí|Sí|No|product|455,32923|295,964|http://server7/qr-almacen/?ref=REP-43094-03128&token=f26e5ca886a1822665cbb60bcafff878||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43094/03128||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43097/03783|REPARACIÓN 43097||Sí|Sí|No|product|520,47849|338,31102|http://server7/qr-almacen/?ref=REP-43097-03783&token=0678bdd0d1d1cda1642d588decec5a9a||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43097/03783||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43101/03526|REPARACIÓN PPR/7511-43101||Sí|Sí|No|product|67,5|43,875|http://server7/qr-almacen/?ref=REP-43101-03526&token=0f1bb07bbf38947bc08d5b642c8b342a||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43101/03526||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43101/03783|REPARACIÓN 43101||Sí|Sí|No|product|436,10618|283,46902|http://server7/qr-almacen/?ref=REP-43101-03783&token=2dc560c9ed54d99ff767cbafa38c2b3e||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43101/03783||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43104/03605|REPARACIÓN 43104||Sí|Sí|No|product|463,24288|301,10787|http://server7/qr-almacen/?ref=REP-43104-03605&token=abf85d9148d68c017f8abc26fbdf42ab||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43104/03605||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43110/03363|REPARACIÓN PPR/7152-43110||Sí|Sí|No|product|67,5|43,875|http://server7/qr-almacen/?ref=REP-43110-03363&token=c04afbe4e4c47cfa631f2b3e6fb0611d||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43110/03363||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43112/03605|REPARACIÓN 43112||Sí|Sí|No|product|67,5|43,875|http://server7/qr-almacen/?ref=REP-43112-03605&token=39fd8719ea12361a03a6d37191c2070e||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43112/03605||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43112/03823|REPARACIÓN  43112||Sí|Sí|No|product|470,91309|306,09351|http://server7/qr-almacen/?ref=REP-43112-03823&token=206e990c9ccaaf901d12a9adff3e3ca1||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43112/03823||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43115/03686|REPARACIÓN 43115||Sí|Sí|No|product|458,10182|297,76618|http://server7/qr-almacen/?ref=REP-43115-03686&token=8749ad744ce786a6e9c85e6ac8d936e8||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43115/03686||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43116/03892|REPARACIÓN 43116||Sí|Sí|No|product|509,13054|330,93485|http://server7/qr-almacen/?ref=REP-43116-03892&token=47a48e8c174328e2cd906df636436a47||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43116/03892||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43124/03686|REPARACIÓN 43124||Sí|Sí|No|product|463,24288|301,10787|http://server7/qr-almacen/?ref=REP-43124-03686&token=a87d0bd3f8baed4fba36547f6e4db9d8||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43124/03686||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43238/03892|REPARACIÓN 43238||Sí|Sí|No|product|75|48,75|http://server7/qr-almacen/?ref=REP-43238-03892&token=3c3f62e72759c5a2373050f4a214fa7d||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43238/03892||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43370/02843|INSTALACIÓN WINDOWS 10 iOT. DMA02843||Sí|Sí|No|product|45|29,25|http://server7/qr-almacen/?ref=REP-43370-02843&token=cf6284400d315c8be41021e2e1eb7822||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43370/02843||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43510/03345|REPARACIÓN PPR/7104-43510||Sí|Sí|No|product|542,62998|352,70949|http://server7/qr-almacen/?ref=REP-43510-03345&token=4bb3004ee77fe2ec1935bb472abef928||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43510/03345||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43517/03228|REPARACIÓN PPR/6855 - 43517||Sí|Sí|No|product|87,74615|57,035|http://server7/qr-almacen/?ref=REP-43517-03228&token=c78d9819db0447316c02935e49bffbad||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43517/03228||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43594/03298|REPARACIÓN PPR/6990 - 43594||Sí|Sí|No|product|0|0|http://server7/qr-almacen/?ref=REP-43594-03298&token=46a794f9946d83f72e041c7aa0fbc673||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43594/03298||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43595/03783|REPARACIÓN 43595||Sí|Sí|No|product|442,49855|287,62406|http://server7/qr-almacen/?ref=REP-43595-03783&token=0cbf8aa5b597e453bfd6263c31afed60||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43595/03783||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43597/03823|REPARACIÓN 43597||Sí|Sí|No|product|510,58503|331,88027|http://server7/qr-almacen/?ref=REP-43597-03823&token=a9164c09b49a0bee25127d03d5a78993||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43597/03823||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43606/03964|REPARACIÓN 43606||Sí|Sí|No|product|515,26506|334,92229|http://server7/qr-almacen/?ref=REP-43606-03964&token=66276db083645b5f797d0b67b1eccbfb||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43606/03964||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43608/03964|REPARACIÓN 43608||Sí|Sí|No|product|515,26506|334,92229|http://server7/qr-almacen/?ref=REP-43608-03964&token=def9291ae5503b5296e831f0f73b7ff6||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43608/03964||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43617/03605|REPARACIÓN 43617||Sí|Sí|No|product|458,10182|297,76618|http://server7/qr-almacen/?ref=REP-43617-03605&token=4ed32e35ef0800b41eaf8316ec6763ec||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43617/03605||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43619/03964|REPARACIÓN 43619||Sí|Sí|No|product|515,26506|334,92229|http://server7/qr-almacen/?ref=REP-43619-03964&token=7f95bd531e101d5fe9bdb0950e72c6dc||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43619/03964||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43623/03892|REPARACIÓN 43623||Sí|Sí|No|product|75|48,75|http://server7/qr-almacen/?ref=REP-43623-03892&token=a46b4e085f2c3099b3f6e3a35c645ea1||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43623/03892||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43627/03059|REPARACIÓN PPR/6591 - 43627||Sí|Sí|No|product|132,04725|85,83071|http://server7/qr-almacen/?ref=REP-43627-03059&token=2203536ae3481668a5f6fbf191f96b89||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43627/03059||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43627/03686|REPARACIÓN 43627||Sí|Sí|No|product|90|58,5|http://server7/qr-almacen/?ref=REP-43627-03686&token=e714b1999a21703110ff8ac681de98a2||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43627/03686||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43631/03482|REPARACIÓN PPR/7411-43631||Sí|Sí|No|product|155,1|100,815|http://server7/qr-almacen/?ref=REP-43631-03482&token=22ea8b819728dd05d26708f21d87456f||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43631/03482||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43634/03823|REPARACIÓN 43634||Sí|Sí|No|product|161,86209|105,21036|http://server7/qr-almacen/?ref=REP-43634-03823&token=826fcdff780ae34c7c88231439d0016b||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43634/03823||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43765/03732|REPARACIÓN 43765||Sí|Sí|No|product|129,41949|84,12267|http://server7/qr-almacen/?ref=REP-43765-03732&token=a5d94a6aecc817b0eee0e783f609f943||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43765/03732||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43843/03781|REPARACIÓN 43483||Sí|Sí|No|product|122,26888|79,47477|http://server7/qr-almacen/?ref=REP-43843-03781&token=02d39832b4c53a2822c2ef8927bd02df||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43843/03781||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43968/03510|REPARACIÓN 43968||Sí|Sí|No|product|86,05132|55,93336|http://server7/qr-almacen/?ref=REP-43968-03510&token=ad407ab5c2c698597da0d637e7c04424||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43968/03510||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43995/03510|REPARACIÓN 43995||Sí|Sí|No|product|98,63255|64,11116|http://server7/qr-almacen/?ref=REP-43995-03510&token=d65f5cb556f5f858c7388c4c0054502e||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43995/03510||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-43998/03510|REPARACIÓN 43998||Sí|Sí|No|product|86,05132|55,93336|http://server7/qr-almacen/?ref=REP-43998-03510&token=4973839bb5f2421ea42509ca30f7ad1a||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-43998/03510||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44071/03656|REPARACIÓN 44071||Sí|Sí|No|product|95,01538|61,76|http://server7/qr-almacen/?ref=REP-44071-03656&token=006a6d7bb08ac74ed542fb19f0aaa682||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44071/03656||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44075/03748|REPARACIÓN 4075||Sí|Sí|No|product|223,02374|144,96543|http://server7/qr-almacen/?ref=REP-44075-03748&token=feb9bc9ef0409d5c8ae5641b710a32f9||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44075/03748||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44087/03251|REPARACIÓN DMA03251 GIROPES||Sí|Sí|No|product|157,81003|102,57652|http://server7/qr-almacen/?ref=REP-44087-03251&token=5ed92e5859971f5869d5589f1b443883||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44087/03251||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44231/03268|REPARACIÓN PPR/6907 - 44231||Sí|Sí|No|product|213,75652|138,94174|http://server7/qr-almacen/?ref=REP-44231-03268&token=329780d15726f15fbf04d6328b9e0cee||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44231/03268||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44247/03519|REPARACIÓN PPR/7482-44247||Sí|Sí|No|product|392,17575|254,91424|http://server7/qr-almacen/?ref=REP-44247-03519&token=c3e501ce2c0ad2c4ede6eda8d90a3029||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44247/03519||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44261/03823|REPARACIÓN 44261||Sí|Sí|No|product|572,74003|372,28102|http://server7/qr-almacen/?ref=REP-44261-03823&token=ba5bf5b9db0a7ffb62771a2cbb48038d||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44261/03823||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44368/03895|REPARACIÓN 44368||Sí|Sí|No|product|125|81,25|http://server7/qr-almacen/?ref=REP-44368-03895&token=b7d22c908d0f56a06c7746a128bc6ef8||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44368/03895||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44483/03892|REPARACIÓN 44483||Sí|Sí|No|product|300,58337|195,37919|http://server7/qr-almacen/?ref=REP-44483-03892&token=30527674b410bd54aafa3f1dd58cca9e||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44483/03892||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44490/03159|REPARACIÓN PPR/6771 - 44490||Sí|Sí|No|product|256,67802|166,84071|http://server7/qr-almacen/?ref=REP-44490-03159&token=438192065ca64898044389c8df3e5cdd||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44490/03159||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44497/03823|REPARACIÓN 44497||Sí|Sí|No|product|498,75828|324,19288|http://server7/qr-almacen/?ref=REP-44497-03823&token=594b93f202ba0eb47801d4289ab52828||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44497/03823||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44511/03892|REPARACIÓN 44511||Sí|Sí|No|product|80,30628|52,19908|http://server7/qr-almacen/?ref=REP-44511-03892&token=b681254b26d9e7a89594b5724a597568||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44511/03892||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44542/03268|REPARACIÓN PPR/6906 - 44542||Sí|Sí|No|product|484,82308|315,135|http://server7/qr-almacen/?ref=REP-44542-03268&token=637a44b33068a49fb038769664daf2be||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44542/03268||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44542/03948|REPARACIÓN 44542||Sí|Sí|No|product|129,63298|84,26144|http://server7/qr-almacen/?ref=REP-44542-03948&token=cb29f19dae6e0cde8d6315e92ce7f831||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44542/03948||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44660/03159|REPARACIÓN PPR/6764 - 44660||Sí|Sí|No|product|0|0|http://server7/qr-almacen/?ref=REP-44660-03159&token=5dfad252f9e078b3c21602acb3c21a2b||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44660/03159||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-44662/03589|REPARACIÓN PPR/7679-44662||Sí|Sí|No|product|177,69949|115,50467|http://server7/qr-almacen/?ref=REP-44662-03589&token=79bd5a6499352698c49a4196ece15d89||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44662/03589||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44665/03589|REPARACIÓN PPR/7678-44665||Sí|Sí|No|product|156,13026|101,48467|http://server7/qr-almacen/?ref=REP-44665-03589&token=9a6dd088d1c59f8b18cca8ad8e2fc6d6||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44665/03589||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44665/03909|REPARACIÓN 44665||Sí|Sí|No|product|75|48,75|http://server7/qr-almacen/?ref=REP-44665-03909&token=dd3ddfa3ed7c7d976e242165d84b3bf9||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44665/03909||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44669/03589|REPARACIÓN PPR/7675-44669||Sí|Sí|No|product|67,5|43,875|http://server7/qr-almacen/?ref=REP-44669-03589&token=3ff2974ba6c11c521feaf7e439afe148||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44669/03589||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44680/03939|REPARACIÓN 44680||Sí|Sí|No|product|496,65406|322,82514|http://server7/qr-almacen/?ref=REP-44680-03939&token=cd6cdd7131fa782e3744c37e845f5fed||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44680/03939||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44701/03892|REPARACIÓN 44701||Sí|Sí|No|product|75|48,75|http://server7/qr-almacen/?ref=REP-44701-03892&token=311b4f21424e6c1c0abb0c9e79ac0f4e||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44701/03892||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-44971/03686|REPARACIÓN 44971||Sí|Sí|No|product|542,5954|352,68701|http://server7/qr-almacen/?ref=REP-44971-03686&token=b847d4d71ac81dfbad0e8739256a0c8e||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-44971/03686||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-45015/03942|VENTA de disco+0,5 REP||Sí|Sí|No|product|78,78974|51,21333|http://server7/qr-almacen/?ref=REP-45015-03942&token=f3628dd292bfa813285e502c56954ec3||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-45015/03942||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-45064/03228|REPARACIÓN PPR/6863 - 45064||Sí|Sí|No|product|462,32308|300,51|http://server7/qr-almacen/?ref=REP-45064-03228&token=9fb76ee27b147b6ea7c9648900aa6032||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-45064/03228||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
